origine_x,origine_y,rotazione
85.36766938070603,63.664519307897216,perpendicolare
119.56056838002206,99.4854206044499,perpendicolare
118.79817055030432,98.4070012770461,perpendicolare
118.77510920077087,98.00027981172514,parallela
103.04796636402273,87.00892119797274,parallela
110.43646307186779,93.7020747309682,parallela
106.98778896482872,88.92663464123041,perpendicolare
101.95556748221156,82.79681884264245,parallela
103.12961367128779,81.05487060188746,parallela
101.95556748221156,82.79681884264245,parallela
108.898225016923,86.98320134937175,perpendicolare
99.65351543570138,72.54229510574814,perpendicolare
110.67007654790874,86.40568236886871,parallela
110.67007654790874,86.40568236886871,parallela
107.65063751352261,81.88541570317746,perpendicolare
102.35639583576778,80.4956911363986,parallela
107.65063751352261,81.88541570317746,perpendicolare
109.51280466036512,78.67079021423258,perpendicolare
106.87857602630517,85.9727786044696,perpendicolare
110.73457363949753,86.34421353982779,parallela
107.65063751352261,81.88541570317746,perpendicolare
104.69442471388737,82.44296481991387,perpendicolare
114.277096789175,93.59355423965769,parallela
116.57819547262392,93.99090892343092,parallela
115.71110884941164,94.54556824348784,perpendicolare
115.7496852563052,98.6260422074181,parallela
103.60352319649266,92.18096376580152,perpendicolare
92.46553776280231,79.46257965868318,parallela
87.02952719440871,80.12219889501186,perpendicolare
100.46757007137421,85.03247728811182,parallela
105.67267833525173,86.09769092491501,parallela
88.93502762436209,59.181962900554936,perpendicolare
88.93502762436209,59.181962900554936,perpendicolare
79.72051732809567,68.27660007162498,perpendicolare
119.14297227132866,98.75623771881526,parallela
117.17868417743715,96.66474817310167,perpendicolare
107.438694002385,85.02650926625053,perpendicolare
107.438694002385,85.02650926625053,perpendicolare
95.05947812308817,72.85273239762473,perpendicolare
108.31195461813654,67.62004266380231,perpendicolare
