origine_x,origine_y,rotazione
105.03871500692703,88.77691453623979,parallela
105.03871500692703,88.77691453623979,parallela
112.8515969889343,92.07980021920982,parallela
99.84922166001175,85.38691769624717,parallela
94.71708163705873,83.2283573777248,parallela
93.20237020535575,83.2283573777248,parallela
95.43428289111415,82.67609076372692,perpendicolare
105.03871500692703,88.77691453623979,parallela
105.03871500692703,88.77691453623979,parallela
105.03871500692703,88.77691453623979,parallela
100.9327277297757,88.10292360003861,parallela
69.56081651029704,61.37379318052948,perpendicolare
100.9327277297757,88.10292360003861,parallela
95.21117036868168,86.01380400399839,perpendicolare
97.84726312259966,85.62691453623978,parallela
105.15196366097892,90.49902885326976,parallela
101.50317760295559,81.91269330410536,perpendicolare
105.15196366097892,90.49902885326976,parallela
95.21117036868168,86.01380400399839,perpendicolare
97.84726312259966,85.62691453623978,parallela
99.88401446854779,88.85191453623979,parallela
97.84726312259966,85.62691453623978,parallela
97.84726312259966,85.62691453623978,parallela
105.15196366097892,90.49902885326976,parallela
97.84726312259966,85.62691453623978,parallela
95.43428289111415,82.67609076372692,perpendicolare
91.11558254832845,79.28076211353316,parallela
97.15666419935816,87.58588913245535,parallela
98.74160068989707,79.28076211353316,parallela
97.30666419935817,87.58588913245535,parallela
97.15666419935816,87.58588913245535,parallela
97.15666419935816,87.58588913245535,parallela
91.11558254832845,79.28076211353316,parallela
97.15666419935816,87.58588913245535,parallela
99.4602447854375,85.18923048454133,perpendicolare
90.51935750346351,76.10768590217984,parallela
103.32627018922193,85.36243556529821,perpendicolare
99.4602447854375,85.18923048454133,perpendicolare
95.21117036868168,86.01380400399839,perpendicolare
97.84726312259966,85.62691453623978,parallela
99.88401446854779,88.85191453623979,parallela
97.84726312259966,85.62691453623978,parallela
105.15196366097892,90.49902885326976,parallela
95.21117036868168,86.01380400399839,perpendicolare
97.84726312259966,85.62691453623978,parallela
99.88401446854779,88.85191453623979,parallela
97.84726312259966,85.62691453623978,parallela
97.15666419935816,87.58588913245535,parallela
98.74160068989707,79.28076211353316,parallela
97.30666419935817,87.58588913245535,parallela
97.15666419935816,87.58588913245535,parallela
91.05322316644163,88.20803797993796,parallela
100.9327277297757,88.10292360003861,parallela
100.9327277297757,88.10292360003861,parallela
105.15196366097892,90.49902885326976,parallela
100.4327277297757,87.60292360003861,parallela
97.49726312259966,89.99902885326976,parallela
104.65196366097892,89.99902885326976,parallela
98.24160068989707,89.99902885326976,parallela
99.40634096089883,87.8296352133642,perpendicolare
100.4327277297757,87.60292360003861,parallela
90.46652628711223,87.6029236000386,parallela
100.4327277297757,87.60292360003861,parallela
100.4327277297757,87.60292360003861,parallela
97.49726312259966,89.99902885326976,parallela
104.65196366097892,89.99902885326976,parallela
98.24160068989707,89.99902885326976,parallela
104.65196366097892,89.99902885326976,parallela
97.49726312259966,89.99902885326976,parallela
97.34726312259966,85.12691453623978,parallela
90.55322316644163,87.70803797993796,parallela
97.42243186433548,87.70803797993796,parallela
90.55322316644163,87.70803797993796,parallela
90.55322316644163,87.70803797993796,parallela
90.55322316644163,87.70803797993796,parallela
100.4327277297757,87.60292360003861,parallela
105.46639813338483,89.23789924723357,perpendicolare
100.4327277297757,87.60292360003861,parallela
97.34726312259966,85.12691453623978,parallela
90.55322316644163,87.70803797993796,parallela
98.9602447854375,84.68923048454133,perpendicolare
102.82627018922193,84.86243556529821,perpendicolare
101.76211410746545,81.61706170089263,perpendicolare
92.91924857022606,84.42287828104452,parallela
104.84971307261985,81.4636406041422,perpendicolare
104.1990886617681,83.18878406783227,perpendicolare
103.82947341949743,80.73327044069936,perpendicolare
103.82947341949743,80.73327044069936,perpendicolare
93.20477494116409,69.93460969082653,parallela
104.65196366097892,89.99902885326976,parallela
