x,y
1022,900
741,900
459,900
178,900
1022,767
741,767
459,767
178,767
1022,633
741,633
459,633
178,633
1022,500
741,500
459,500
178,500
1022,367
741,367
459,367
178,367
1022,233
741,233
459,233
178,233
1022,100
741,100
459,100
178,100
