x,y
992,902
731,902
469,902
208,902
992,768
731,768
469,768
208,768
992,634
731,634
469,634
208,634
992,500
731,500
469,500
208,500
992,366
731,366
469,366
208,366
992,232
731,232
469,232
208,232
992,98
731,98
469,98
208,98
