x,y
1133,885
1000,885
867,885
733,885
600,885
467,885
333,885
200,885
67,885
1068,731
934,731
801,731
668,731
534,731
401,731
268,731
134,731
1133,577
1000,577
867,577
733,577
600,577
467,577
333,577
200,577
67,577
1068,423
934,423
801,423
668,423
534,423
401,423
268,423
134,423
1133,269
1000,269
867,269
733,269
600,269
467,269
333,269
200,269
67,269
1068,115
934,115
801,115
668,115
534,115
401,115
268,115
134,115
