x,y
1039,948
820,948
600,948
380,948
161,948
1039,820
820,820
600,820
380,820
161,820
1039,692
820,692
600,692
380,692
161,692
1039,564
820,564
600,564
380,564
161,564
1039,436
820,436
600,436
380,436
161,436
1039,308
820,308
600,308
380,308
161,308
1039,180
820,180
600,180
380,180
161,180
1039,52
820,52
600,52
380,52
161,52
